A,1,B,13,149
A,2,B,84,134
A,3,B,27,154
A,4,B,82,130
A,5,B,35,108
A,6,S,4,185
A,7,S,49,163
A,8,S,12,120
A,9,S,94,147
A,10,B,63,200
A,11,B,52,187
A,12,S,4,134
A,13,S,39,192
A,14,B,33,166
A,15,B,18,173
A,16,S,74,108
A,17,B,35,168
A,18,B,90,193
A,19,S,80,174
A,20,S,79,151
A,21,S,19,196
A,22,S,58,187
A,23,B,56,199
A,24,B,100,191
A,25,S,69,171
A,26,B,11,121
A,27,S,8,146
A,28,S,26,165
A,29,S,52,176
A,30,S,63,173
A,31,S,78,164
A,32,S,2,135
A,33,S,51,198
A,34,B,18,105
A,35,S,6,159
A,36,B,29,137
A,37,S,78,128
A,38,S,33,140
A,39,S,64,112
A,40,B,8,124
A,41,B,72,133
A,42,S,28,127
A,43,S,73,100
A,44,S,17,163
A,45,S,24,150
A,46,B,46,140
A,47,B,30,138
A,48,B,4,156
A,49,B,17,144
A,50,S,61,102
A,51,S,88,173
A,52,S,11,116
A,53,B,4,182
A,54,B,83,186
A,55,S,39,163
A,56,S,38,176
A,57,B,55,125
A,58,B,90,124
A,59,B,99,119
A,60,B,9,137
A,61,B,16,141
A,62,B,83,120
A,63,B,37,131
A,64,B,1,135
A,65,S,96,115
A,66,B,23,102
A,67,B,35,196
A,68,B,91,169
A,69,B,42,127
A,70,S,54,115
A,71,B,88,102
A,72,S,57,101
A,73,B,11,195
A,74,B,38,171
A,75,B,71,111
A,76,S,90,109
A,77,B,87,161
A,78,S,63,116
A,79,S,48,135
A,80,S,52,181
A,81,S,80,197
A,82,S,93,140
A,83,B,28,109
A,84,B,87,146
A,85,B,76,154
A,86,B,56,156
A,87,S,51,117
A,88,S,86,104
A,89,B,20,148
A,90,B,48,172
A,91,S,77,107
A,92,S,70,164
A,93,B,51,145
A,94,B,30,185
A,95,S,44,175
A,96,S,53,101
A,97,S,89,132
A,98,B,32,180
A,99,B,65,151
A,100,B,44,125
A,101,S,95,144
A,102,S,1,106
A,103,S,74,148
A,104,S,83,121
A,105,S,8,137
A,106,S,12,110
A,107,B,83,173
A,108,B,17,179
A,109,S,82,142
A,110,S,68,141
A,111,B,58,166
A,112,S,66,107
A,113,B,76,155
A,114,B,43,114
A,115,S,74,166
A,116,B,100,195
A,117,B,60,152
A,118,S,94,134
A,119,S,65,188
A,120,B,12,177
A,121,S,6,164
A,122,S,7,111
A,123,S,29,194
A,124,B,47,198
A,125,B,10,182
A,126,B,54,132
A,127,S,94,140
A,128,S,89,162
A,129,S,34,165
A,130,S,9,185
A,131,S,80,133
A,132,B,10,121
A,133,S,25,103
A,134,S,56,157
A,135,S,78,175
A,136,S,54,111
A,137,B,94,169
A,138,B,21,113
A,139,S,70,186
A,140,S,81,105
A,141,S,7,175
A,142,B,84,170
A,143,B,28,100
A,144,B,57,137
A,145,S,62,142
A,146,S,21,187
A,147,S,68,124
A,148,B,13,199
A,149,S,47,141
A,150,B,90,187
A,151,B,98,167
A,152,B,80,100
A,153,S,2,200
A,154,S,54,200
A,155,S,21,105
A,156,S,36,177
A,157,S,29,134
A,158,B,1,163
A,159,B,54,144
A,160,S,8,166
A,161,B,69,100
A,162,S,53,154
A,163,B,78,175
A,164,B,54,187
A,165,S,95,184
A,166,B,99,139
A,167,B,54,197
A,168,B,51,169
A,169,B,59,161
A,170,S,43,200
A,171,S,23,176
A,172,S,26,128
A,173,S,37,106
A,174,S,4,157
A,175,S,51,147
A,176,S,29,179
A,177,S,32,199
A,178,B,50,127
A,179,S,9,128
A,180,S,71,140
A,181,S,17,187
A,182,B,46,176
A,183,B,49,157
A,184,B,20,135
A,185,S,82,125
A,186,S,52,130
A,187,S,85,180
A,188,B,19,195
A,189,S,52,178
A,190,S,32,177
A,191,B,21,156
A,192,B,40,123
A,193,S,24,145
A,194,B,9,157
A,195,B,6,123
A,196,B,40,104
A,197,S,32,190
A,198,B,5,153
A,199,S,5,138
A,200,S,30,103
A,201,B,19,182
A,202,B,70,130
A,203,B,47,179
A,204,B,45,105
A,205,S,27,149
A,206,S,72,109
A,207,S,10,110
A,208,B,76,128
A,209,B,90,108
A,210,S,51,166
A,211,B,20,127
A,212,B,99,144
A,213,S,85,135
A,214,S,53,179
A,215,B,56,146
A,216,S,88,163
A,217,S,23,181
A,218,S,40,137
A,219,S,32,139
A,220,S,93,171
A,221,S,68,149
A,222,B,71,193
A,223,B,52,126
A,224,B,69,186
A,225,S,94,102
A,226,S,86,170
A,227,S,87,102
A,228,B,76,157
A,229,S,75,173
A,230,B,67,199
A,231,B,69,120
A,232,B,90,120
A,233,B,4,114
A,234,B,31,185
A,235,S,74,116
A,236,S,98,129
A,237,S,72,166
A,238,S,14,147
A,239,S,60,169
A,240,S,26,163
A,241,S,61,197
A,242,B,25,173
A,243,B,82,137
A,244,S,93,188
A,245,S,10,152
A,246,B,96,172
A,247,B,32,144
A,248,S,87,160
A,249,S,79,115
A,250,B,40,109
A,251,B,6,129
A,252,B,11,148
A,253,S,58,122
A,254,S,21,165
A,255,B,22,176
A,256,S,97,116
A,257,B,97,138
A,258,S,10,143
A,259,S,74,189
A,260,B,43,123
A,261,B,66,163
A,262,B,67,164
A,263,S,45,137
A,264,B,57,149
A,265,B,25,108
A,266,B,46,121
A,267,S,21,114
A,268,B,43,188
A,269,S,31,189
A,270,B,22,107
A,271,B,89,152
A,272,S,52,117
A,273,S,1,136
A,274,S,98,131
A,275,B,75,148
A,276,S,83,182
A,277,S,4,117
A,278,S,99,155
A,279,B,81,118
A,280,S,53,150
A,281,B,26,113
A,282,B,89,118
A,283,B,20,192
A,284,B,69,119
A,285,S,68,160
A,286,B,20,129
A,287,S,61,121
A,288,B,19,161
A,289,B,59,123
A,290,S,63,118
A,291,B,1,195
A,292,S,56,168
A,293,B,22,146
A,294,B,39,176
A,295,B,13,133
A,296,S,98,162
A,297,S,3,150
A,298,S,60,109
A,299,S,29,126
A,300,B,100,143
A,301,S,53,117
A,302,S,75,124
A,303,S,30,167
A,304,B,49,177
A,305,B,53,186
A,306,B,80,101
A,307,S,9,114
A,308,S,81,106
A,309,B,84,176
A,310,S,38,195
A,311,B,31,120
A,312,B,43,200
A,313,S,76,173
A,314,S,72,179
A,315,S,100,198
A,316,S,51,145
A,317,B,77,102
A,318,B,91,156
A,319,B,81,130
A,320,B,71,198
A,321,S,24,195
A,322,S,75,155
A,323,B,66,170
A,324,S,21,158
A,325,S,83,178
A,326,S,35,110
A,327,S,50,150
A,328,B,66,111
A,329,B,85,122
A,330,B,13,132
A,331,S,16,138
A,332,S,98,137
A,333,S,38,184
A,334,S,6,120
A,335,B,61,110
A,336,S,82,162
A,337,S,84,180
A,338,B,43,158
A,339,B,98,148
A,340,B,29,137
A,341,B,88,136
A,342,S,57,173
A,343,S,64,100
A,344,B,11,116
A,345,B,9,140
A,346,S,89,142
A,347,S,37,142
A,348,S,29,184
A,349,S,84,134
A,350,B,2,115
A,351,S,67,134
A,352,B,85,148
A,353,B,53,103
A,354,S,67,174
A,355,S,50,157
A,356,S,74,164
A,357,B,12,110
A,358,S,82,121
A,359,S,45,177
A,360,B,90,177
A,361,B,67,115
A,362,S,81,126
A,363,B,82,145
A,364,S,53,200
A,365,B,67,148
A,366,S,45,134
A,367,S,53,118
A,368,S,69,145
A,369,S,72,152
A,370,B,86,193
A,371,B,75,101
A,372,B,63,180
A,373,B,26,133
A,374,S,70,192
A,375,B,89,188
A,376,B,95,154
A,377,S,63,180
A,378,S,69,143
A,379,S,1,119
A,380,B,33,103
A,381,S,93,133
A,382,S,69,171
A,383,B,70,124
A,384,B,13,174
A,385,S,62,100
A,386,S,39,194
A,387,S,96,126
A,388,B,16,193
A,389,B,24,129
A,390,S,67,164
A,391,B,44,140
A,392,S,10,150
A,393,S,95,119
A,394,B,31,190
A,395,B,51,125
A,396,B,19,115
A,397,S,98,124
A,398,S,85,147
A,399,S,100,191
A,400,B,85,162
A,401,B,94,126
A,402,S,68,114
A,403,B,31,175
A,404,S,48,179
A,405,S,30,186
A,406,B,40,109
A,407,S,47,111
A,408,B,88,116
A,409,B,73,183
A,410,B,9,121
A,411,S,16,193
A,412,B,70,169
A,413,S,3,113
A,414,B,49,138
A,415,B,99,177
A,416,S,62,161
A,417,B,14,190
A,418,S,50,107
A,419,S,40,191
A,420,B,87,102
A,421,B,1,163
A,422,B,86,131
A,423,S,71,169
A,424,S,91,166
A,425,S,14,189
A,426,B,29,103
A,427,B,87,151
A,428,S,77,196
A,429,S,72,192
A,430,S,71,184
A,431,B,85,179
A,432,S,80,200
A,433,S,46,104
A,434,B,40,105
A,435,B,13,167
A,436,S,2,187
A,437,S,89,164
A,438,S,69,152
A,439,B,61,133
A,440,B,32,106
A,441,B,49,161
A,442,B,30,136
A,443,B,77,161
A,444,B,10,157
A,445,B,22,145
A,446,B,81,147
A,447,S,96,117
A,448,S,6,104
A,449,S,63,139
A,450,B,14,163
A,451,S,33,123
A,452,B,72,184
A,453,B,1,181
A,454,B,29,142
A,455,S,3,171
A,456,B,71,110
A,457,S,5,195
A,458,S,72,120
A,459,S,68,178
A,460,B,92,165
A,461,B,83,123
A,462,B,68,130
A,463,B,69,151
A,464,B,52,119
A,465,S,97,101
A,466,B,43,147
A,467,B,96,131
A,468,B,45,146
A,469,B,57,188
A,470,S,54,132
A,471,S,55,144
A,472,S,89,151
A,473,B,28,131
A,474,B,6,193
A,475,B,80,124
A,476,S,52,131
A,477,S,27,107
A,478,S,56,132
A,479,S,74,168
A,480,S,56,199
A,481,S,72,123
A,482,S,76,133
A,483,B,3,130
A,484,S,83,123
A,485,S,86,166
A,486,B,44,109
A,487,B,18,191
A,488,B,29,102
A,489,S,42,193
A,490,B,80,113
A,491,S,93,145
